job_title,company,city,state,country,date_posted,skills_and_qualifications,responsibilities,experience,full_time,remote,contractor,on_site,url,years_experience
Cybersecurity Operations Analyst II,CACI,,,US,05/09/2024,"

Pay Range There are a host of factors that can influence final salary including but not limited to geographic location Federal Government contract labor categories and contract wage rates relevant prior work experience specific skills and competencies education and certifications  Ability to work 1 or more of 5 work shifts

These Qualifications Would be Nice to Have
 IAT Level III
 Active TSSCI wpoly
 5 years of related CSOC tier 2 or 3 work experience

What We Can Offer You
 Weve been named a Best Place to Work by the Washington Post 01M IAT Level II and CSSP Analyst Certification  When properly authorized by the Government execute custom scripts tools and capabilities to collect and analyze data and respond to incidentsevents
 Develops documents and provides the Government incident investigation reports which include sufficient information to document the entire lifecycle of the incident and the response including but not limited to adversary and friendly forces activity host and network analysis timelines and recommendations for corrective actions recommendations for new Tactics Techniques and Procedures TTP and other recommendations as appropriate within 30 days of CIRT standdown
 Conduct Quality Control reviews of a percentage of closed CSOC Tier 2 tickets each week to ensure proper analysis categorization documentation and notification

Youll Bring These Qualifications
 Must be a US Citizen with an Active TSSCI to start work but required to obtain a CI Poly within 6 months  Typically has a University Degree BABS or equivalent experience and minimum 4 years of related work experience
 All Contractor personnel performing CSOC Tier 3 services shall have a certification that is compliant with DoD 8140",, Typically has a University Degree BABS or equivalent experience and minimum 4 years of related work experience  5 years of related CSOC tier 2 or 3 work experience Pay Range There are a host of factors that can influence final salary including but not limited to geographic location Federal Government contract labor categories and contract wage rates relevant prior work experience specific skills and competencies education and certifications Our employees value the flexibility at CACI that allows them to balance quality work and their personal lives We offer competitive compensation benefits and learning and development opportunities Our broad and competitive mix of benefits options is designed to support and protect employees and their families At CACI you will receive comprehensive benefits such as healthcare wellness financial retirement family support continuing education and time off benefits Learn more here,No,No,Yes,No,"https://www.glassdoor.com/job-listing/cybersecurity-operations-analyst-ii-caci-JV_KO0,35_KE36,40.htm?jl=1009436011429&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",4
Cyber Security Analyst,Government Tactical Solutions,Doral,FL,US,07/09/2024," Ability to create alerts based on ingestion of events into Splunk SIEM

 Knowledge of RHEL OS in order to patch systems to retain low vulnerability score

 Continue to enhance SIEM visibility by ensuring ingestion of all devices on USSOUTHCOM

networks

WHAT YOULL NEED TO SUCCEED

 Education Bachelors degree

 Required Experience 5 years of related experience on following technologies in addition to cybersecurity  HBSSESS ACAS SIEM Splunk

 Security Clearance Level SECRET upgradable to TSSCI

 Required Skills and Abilities Communication problem solving etc 00 per year

Benefits
 401k
 401k matching
 Dental insurance
 Employee assistance program
 Employee discount
 Flexible schedule
 Flexible spending account
 Health insurance
 Health savings account
 Life insurance
 Paid time off
 Parental leave
 Professional development assistance
 Referral program
 Relocation assistance
 Retirement plan
 Tuition reimbursement
 Vision insurance

Schedule
 8 hour shift

LicenseCertification
 CySA or CEH Certification Required

Security clearance
 Secret Required

Ability to Commute
 Doral FL 33122 Required

Work Location In person",, Required Experience 5 years of related experience on following technologies in addition to cybersecurity  HBSSESS ACAS SIEM Splunk,Yes,Yes,No,No,"https://www.glassdoor.com/job-listing/cyber-security-analyst-government-tactical-solutions-JV_IC1166112_KO0,22_KE23,52.htm?jl=1009314259286&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",5
Cybersecurity Engineer,Annapolis Micro Systems,Annapolis,MD,US,08/09/2024,"If youre interested in joining a dynamic team of highly skilled professionals and becoming a part of the future of computing technology apply now for immediate consideration Responsibilities

Develop and maintain companywide cybersecurity infrastructure

Ensure all CMMC Level 2NIST 800171 security standards and compliance requirements are met

Research and actively respond to cybersecurity advisories and threats

Consistent monitoring and reporting of network security issues

Documentation of security procedures plans protocols and change management

Provide employee security awareness training

Switch router and firewall setup and configuration

Server Windows  Linux setup maintenance and troubleshooting

Hardware and software security updates to ensure compliance

Provide timely user support

Requirements

Bachelors or Masters in Computer Science Information Systems or ITrelated degree

Experience with NIST 800171 controls and CMMC Level 2 security requirements

Experience with risk assessment incident response and security audits

Strong understanding of networking concepts and standards TCPIP DNS DHCP VLAN

Proficiency in routers managed switches firewalls remote access encryption and VPNs

Experience with penetration testing and vulnerability assessment and remediation

HardwareSoftwareFirmware installation and maintenance experience

Strong communication skills

Demonstrated problemsolving and analytical skills

U Citizenship

Additional Competencies

SVN GIT and Maven administration

AWS Administration

Microsoft 365 InTune EntraAzure Exchange Defender for EndPoint SharePoint Office 365

Network and Security certifications

Annapolis Micro Systems is proud to offer an excellent compensation package",Responsibilities  Develop and maintain companywide cybersecurity infrastructure,Annapolis Micro Systems is seeking an experienced Cybersecurity Engineer that is passionate about ensuring security for critical components of our IT environment The Cybersecurity Engineer will develop and maintain companywide cybersecurity infrastructures that will allow them to react to threats quickly and efficiently They will also interact with multiple business engineering and manufacturing groups daily and be an integral part of Annapolis Micro Systems success Experience with NIST 800171 controls and CMMC Level 2 security requirements Experience with risk assessment incident response and security audits Experience with penetration testing and vulnerability assessment and remediation HardwareSoftwareFirmware installation and maintenance experience,No,Yes,No,No,"https://www.glassdoor.com/job-listing/cybersecurity-engineer-annapolis-micro-systems-JV_IC1153523_KO0,22_KE23,46.htm?jl=1009063947794&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",Unknown
Cyber Security Analyst,ManTech,Chantilly,VA,US,17/09/2024," Prior performance in roles such as ISSO SOC Analyst or Cyber Security Analyst
 DoD 8570 IAT Level II cert Sec

Preferred Qualifications
 Masters Degree in Cybersecurity
 DoD 8140 Advanced Cybersecurity qualifications CISSP
 Splunk experience and certifications

Security Clearance requirements
 Active TopSecret security clearance
 Willingness to submit to a random Counterintelligence polygraph

Physical Requirements
 Must be able to remain in a stationary position 50  Evaluate threats and vulnerabilities to ascertain whether additional safeguards are needed
 Coordinate with PSOs cognizant security officials and other information system POCs on approval of external information systems
 Execute configuration management CM tasks for securityrelevant changes to software hardware and firmware and properly document

Basic Qualifications
 Bachelors degree in an IT related discipline additional 4 years of experience might be substituted in lieu of a degree
 2 years related experience",Responsibilities include but are not limited to  Execute system security plans for multiple secure information systems based on NIST Compliance and the Joint SAP Implementation Guide JSIG  Advise customer on Risk Management Framework RMF assessment and authorization issues  Develop review endorse and recommend action by the AO or DAO of system assessment documentation  Execute the Continuous Monitoring Plan document results and take corrective action where necessary  Respond to security incidents to include investigating and reporting security violations and incidents  Assist in executing the information security education training and awareness program to include attending monitoring and presenting local cyber security training  Evaluate threats and vulnerabilities to ascertain whether additional safeguards are needed  Coordinate with PSOs cognizant security officials and other information system POCs on approval of external information systems  Execute configuration management CM tasks for securityrelevant changes to software hardware and firmware and properly document  Basic Qualifications  Bachelors degree in an IT related discipline additional 4 years of experience might be substituted in lieu of a degree  2 years related experience  Prior performance in roles such as ISSO SOC Analyst or Cyber Security Analyst  DoD 8570 IAT Level II cert Sec  Preferred Qualifications  Masters Degree in Cybersecurity  DoD 8140 Advanced Cybersecurity qualifications CISSP  Splunk experience and certifications, Bachelors degree in an IT related discipline additional 4 years of experience might be substituted in lieu of a degree  2 years related experience  Splunk experience and certifications,No,No,No,No,"https://www.glassdoor.com/job-listing/cyber-security-analyst-mantech-JV_IC1130353_KO0,22_KE23,30.htm?jl=1009450193212&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",4
Cybersecurity Analyst,Merrimack Valley Credit Union,Waltham,MA,US,13/09/2024,"QUALIFICATIONS

1 Other relevant certifications such as CISSP CISM or CEH are preferred Must have excellent problemsolving skills and possess a professional and positive attitude Excellent analytical and problemsolving skills Security Network or equivalent certification is required Strong interpersonal writtenverbal communication organizational skills needed",RESPONSIBILITIES  1 Monitor computer networks and systems for security breaches incidents and vulnerabilities  2 Identify and prioritize security risks vulnerabilities and threats and develop plans to mitigate them  3 Develop and implement security procedures and controls to ensure compliance with industry standards and regulations  4 Provide Information Security reports and results for management and stakeholders as well as clearly communicating findings as required  5 Conduct security audits and assessments of network infrastructure applications and systems  6 Work with members of the Information Technology team to implement and maintain security technologies such as firewalls intrusion detection system and security information and event management SIEM tools  7 Stay up to date with the latest security threats technologies and trends to provide recommendations for continuous improvement  8 Familiar with IAM and PAM solutions  9 Assist in physical security activities as required  10 Participate in incident response and disaster recovery activities  11 Assist the Information Security and Training teams with the development and delivery training programs for employees to increase security awareness and promote best practices  12 Investigate and analyze potential security breaches to determine the root cause and impact on the organization  QUALIFICATIONS  1 Bachelors degree or equivalent experience required  2 Four 4 years of experience in cybersecurity analysis or related field is preferred  3 Security Network or equivalent certification is required  4 Other relevant certifications such as CISSP CISM or CEH are preferred  5 Knowledge of network and system security principles protocols and technologies Includes firewalls intrusion detections systems wireless systems and SIEM tools  6 Excellent analytical and problemsolving skills  7 Ability to work independently and in a team environment  8 Experience with vulnerability assessment tools and techniques  9 Familiarity with security frameworks and standards such as NIST ISO 27001 FFIEC CIS and PCIDSS  10 Strong interpersonal writtenverbal communication organizational skills needed  11 Demonstrated ability to deal effectively with staff is essential  12 Flexibility of work hours and proven reliabilitydependability required  13 Must be able to handle multiple tasks effectively and accurately  14 Must have excellent problemsolving skills and possess a professional and positive attitude,1 Bachelors degree or equivalent experience required 2 Four 4 years of experience in cybersecurity analysis or related field is preferred 8 Experience with vulnerability assessment tools and techniques,No,No,No,No,"https://www.glassdoor.com/job-listing/cybersecurity-analyst-merrimack-valley-credit-union-JV_IC1154703_KO0,21_KE22,51.htm?jl=1009446105181&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",4
Cyber Security Operations Specialist II,WILLIAM C BROWN INC WCBinc,St Louis,MO,US,30/08/2024, Designs and implements data network security measures operates Network Intrusion Detection and Forensics conducts performance analysis of Information Systems security incidents develops Continuity of Operation COOPDisaster Recovery DR plans and supports certification of Information Systems and Networks, Supervises operation of Electronic Key Management System other information security duties and Public Key Infrastructure  Receive tickets from other Cybersecurity Operations Services subservices and conduct detailed analysis to validate any eventalertincident  Categorize prioritize investigate and assess cybersecurity eventsalertsincidents to identify the extent and scope of the eventalertincident and what impact there is on the operation or systems  Update and forward tickets to other Cybersecurity Operations Services to customer as needed  Collect aggregate and analyze artifacts and evidence from all available tools knowledge sources and data artifacts to determine and document the who what when where why and how of an intrusion its extent how to limit damage and how to recover  Submit custom signatures and tuning requests as needed to Network Security Services Endpoint Security Services and Cybersecurity Data Analysis Services  Assists the CIRT by assessing ongoing incident activity to predict adversary responses and locations of compromise  Documents tickets and analysis to a level of detail sufficient to reconstruct the analysts analysis to include but not limited to the steps taken timelines and data required to justify the analysts assessment  Provide custom metrics reports including incident category types tools used number of indicators time opened at each step trending statistics service availability system utilization etc  Provide input to the daily CSOC Significant Activity Operations and the weekly CSOC Status Report  Advanced Cybersecurity Analytics coordinate with Network Security Services Endpoint Security Services and Cybersecurity Data Analysis Services to develop or tune rulessignaturesscripts,,No,No,No,No,"https://www.glassdoor.com/job-listing/cyber-security-operations-specialist-ii-william-c-brown-inc-wcbinc-JV_IC1131270_KO0,39_KE40,66.htm?jl=1006572960986&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",Unknown
Cybersecurity Engineer,BM Square Inc,,,US,07/09/2024, Decisionmaking skills to assess situations determine importance urgency risks and make timely decisions  Strong communication skills with peers supervisors and senior leadership,Responsibilities  Ensure adherence to security standards  Act as the point of contact for planning developing testing and implementing IT security controls  Maintain and document system security baselines  Develop and execute information security plans and policies  Develop strategies and procedures to respond to recover from and investigate security breaches  Implement and manage opensource and thirdparty tools for threat detection prevention and analysis  Install configure and update firewalls data encryption and other security products  Conduct periodic network scans to identify and remediate vulnerabilities  Monitor networks and systems for security breaches using intrusion detection software  Perform penetration testing and threat hunting activities  Analyze security issues and respond to security incidents  Must Have s  9 years of industry experience in an Information Security role with a degree or 12 years without a degree  Bachelor s degree or equivalent experience  Experience with Palo Alto preferred or Cisco firewall network security appliance administration and cloud security  Experience with vulnerability scanners and management preferably Tenable Nessus and Qualys  Fundamental knowledge of Windows and Linux RHEL operating systems network traffic analysis and security events  Experience with RMF AA IVV and continuous monitoring  Knowledge of security baselines and controls CIS Benchmark DISA STIG NIST 80053  Experience with log aggregationSIEM tools such as Splunk or similar  Ability to support and provide artifacts for annual audits and ATO review processes FISMA FISCAM etc  Uptodate knowledge of adversarial techniques and incident response procedures  Technical understanding of network operations server architectures storage solutions and desktop hardwaresoftware  Strong communication skills with peers supervisors and senior leadership  Decisionmaking skills to assess situations determine importance urgency risks and make timely decisions  AWS and Azure experience  CISSP  CISA  PCNSE  Job Type Contract  Pay 6000  7000 per hour  Benefits  401k  Dental insurance  Health insurance  Work Location On the road, 9 years of industry experience in an Information Security role with a degree or 12 years without a degree  Bachelor s degree or equivalent experience  Experience with Palo Alto preferred or Cisco firewall network security appliance administration and cloud security  Experience with vulnerability scanners and management preferably Tenable Nessus and Qualys  Experience with RMF AA IVV and continuous monitoring  Experience with log aggregationSIEM tools such as Splunk or similar  AWS and Azure experience,No,No,No,No,"https://www.glassdoor.com/job-listing/cybersecurity-engineer-bm-square-inc-JV_KO0,22_KE23,36.htm?jl=1009398285695&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",9
Cybersecurity Intern,REDLattice,Chantilly,VA,US,24/09/2024,"Youll be provided an opportunity through the RL SkillBridge program to gain real world experience working alongside industry professionals Job Description

RedLattice is offers DoD SkillBridge Internships to individuals with an interest in the following Computer Network Operations Vulnerability Research Embedded Linux and Windows Development Software Development and Reverse Engineering and general Cybersecurity fields Our Training Program 91120 Days

Objectives
 Train transitioning military personnel to have the skills necessary to perform technical roles within our company and the government contractor space",,RedLattice is offers DoD SkillBridge Internships to individuals with an interest in the following Computer Network Operations Vulnerability Research Embedded Linux and Windows Development Software Development and Reverse Engineering and general Cybersecurity fields We encourage transitioning service members to explore a new career in tech via our internship program Youll be provided an opportunity through the RL SkillBridge program to gain real world experience working alongside industry professionals  previous handson experience in one or more of the following,No,No,Yes,No,"https://www.glassdoor.com/job-listing/cybersecurity-intern-redlattice-JV_IC1130353_KO0,20_KE21,31.htm?jl=1009293482536&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",Unknown
Cybersecurity Intern,Cyber Chasse,,,US,09/09/2024,"Excellent oral and written communication skills Required Skills

Degree in IT Network Systems IT security or related major",Duties and Responsibilities  Help in network and platform anomalies characterization and discovery  Keenly monitor identify and analyze suspicious network activities on different networks  Perform Cyber Threat Intelligence integration on newly identified threats and vulnerabilities  Develop document and put together the recommendations  Conduct research and find out strategies to respond to realtime operational needs  Assist in scrutinizing network topologies to understand data flows  Required Skills  Degree in IT Network Systems IT security or related major  Good understanding of network operations and software development concepts and methodologies  Prior experience working with Windows or Linux OS  Sound understanding of incident categories responses and timelines  Ability to collect data and deliver results handle  report security issues and provide incident response  Excellent oral and written communication skills,The future is what you make with our internship program At Cyber Chasse we add fuel to your burning desire of setting a strong career by educating and giving you handson experience By the end of this cybersecurity internship program you will gain significant knowledge on incident response security architecture data protection and identity  access Prior experience working with Windows or Linux OS,No,No,No,No,"https://www.glassdoor.com/job-listing/cybersecurity-intern-cyber-chasse-JV_KO0,20_KE21,33.htm?jl=1009272533933&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",Unknown
Cybersecurity Engineer,Samaritans Purse,Boone,NC,US,27/08/2024,"ly2F8Nom5

Qualifications  Experience
 Bachelors degree B", All other duties as assigned  Check out why people love serving with Samaritans Purse httpsbitly2F8Nom5  Qualifications  Experience  Bachelors degree BS in Cybersecurity or related field and 57 years related experience andor training or equivalent combination of education and experience  Thorough technical knowledge in a diverse range of technologies including networking threat prevention systems firewalls endpoint protection vulnerability management identity and access management and SIEM solutions  General knowledge of various cybersecurity frameworks including PCIDSS HIPAA NIST cybersecurity framework Center for Internet Security CIS Critical Security Controls CSC OWASP and privacy laws including GDPR  Twelve credit hours of collegelevel Biblical studies preferred not required  Job Location Boone NC  Type FullTime  Language Requirement Fluency in English required  Benefits  Medical prescription dental  vision insurance  Flexible Spending Account FSA  Longterm and Shortterm disability insurance  Term Life Insurance  401 k retirement savings plan  10 paid holidays  12 vacation days  10 sickpersonal days  Samaritans Purse Mission Statement  Samaritans Purse is a nondenominational evangelical Christian organization providing spiritual and physical aid to hurting people around the world Since 1970 Samaritans Purse has helped meet needs of people who are victims of war poverty natural disasters disease and famine with the purpose of sharing Gods love through His Son Jesus Christ The organization serves the Church worldwide to promote the Gospel of the Lord Jesus Christ  Samaritans Purse Statement of Faith  We believe the Bible to be the inspired the only infallible authoritative Word of God 1 Thessalonians 213 2 Timothy 31517  We believe that there is one God eternally existent in three persons Father Son and Holy Spirit Matthew 2819 John 1030 Ephesians 446  We believe in the deity of the Lord Jesus Christ in His virgin birth in His sinless life in His miracles in His vicarious and atoning death through His shed blood on the cross in His bodily resurrection in His ascension to the right hand of the Father and in His personal return in power and glory Matthew 123 John 114 and 129 Acts 111 and 22224 Romans 834 1 Corinthians 1534 2 Corinthians 521 Philippians 2511 Hebrews 114 and 415  We believe that all men everywhere are lost and face the judgment of God that Jesus Christ is the only way of salvation and that for the salvation of lost and sinful man repentance of sin and faith in Jesus Christ results in regeneration by the Holy Spirit Luke 244647 John 146 Acts 412 Romans 323 2 Corinthians 51011 Ephesians 17 and 289 Titus 347  We believe in the present ministry of the Holy Spirit whose indwelling enables the Christian to live a godly life John 358 Acts 18 and 431 Romans 89 1 Corinthians 214 Galatians 51618 Ephesians 612 Colossians 2610  We believe in the resurrection of both the saved and the lost the saved unto the resurrection of eternal life and the lost unto the resurrection of damnation and eternal punishment 1 Corinthians 155157 Revelation 201115  We believe in the spiritual unity of believers in the Lord Jesus Christ and that all true believers are members of His body the church 1 Corinthians 1212 27 Ephesians 12223  We believe that the ministry of evangelism and discipleship is a responsibility of all followers of Jesus Christ Matthew 281820 Acts 18 Romans 10915 1 Peter 315  We believe Gods plan for human sexuality is to be expressed only within the context of marriage that God created man and woman as unique biological persons made to complete each other God instituted monogamous marriage between male and female as the foundation of the family and the basic structure of human society For this reason we believe that marriage is exclusively the union of one genetic male and one genetic female Genesis 224 Matthew 1956 Mark 1069 Romans 12627 1 Corinthians 69  We believe that we must dedicate ourselves to prayer to the service of our Lord to His authority over our lives and to the ministry of evangelism Matthew 93538 223739 and 281820 Acts 18 Romans 10915 and 122021 Galatians 610 Colossians 2610 1 Peter 315  We believe that human life is sacred from conception to its natural end and that we must have concern for the physical and spirit,Qualifications  Experience  Bachelors degree BS in Cybersecurity or related field and 57 years related experience andor training or equivalent combination of education and experience,Yes,No,No,No,"https://www.glassdoor.com/job-listing/cybersecurity-engineer-samaritan-s-purse-JV_IC1138616_KO0,22_KE23,40.htm?jl=1009422362051&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",57
Cybersecurity Systems Analyst,Jacobs,,FL,US,05/09/2024, Must have excellent communications skill written and oral and interpersonal skills  Perform risk and vulnerability assessments of IT and IS for accreditation prepare risk assessment reports for submission to the Security Controls AssessorCertification Authority SCACA and Authorizing OfficialDesignated Accrediting Authority AODAA in accordance with DoD DIA USCYBERCOM USSOCOM Component Command TSOC and deployed forces policies procedures and regulations The Information Assurance Security Specialist will also scan or review scans for new systems and applications being introduced into the SOF environment identify issues and draft certification letters for the government  DOD Information Assurance Management IAM Level 2 certification required  Working knowledge of the Defense Information Assurance Certification and Accreditation Process DIACAP and Risk Management Framework RMF,Performs assessment and authorization coordination Advises and assists the customer with Risk Management Framework RMF and develops a Plan of Action and Milestones for resolving network deficiencies in accordance with DODI 851001 The duties of this task include assessing network compliance against controls listed in DODI 85002 and creating AA packages The end goal is to ensure the integrity of customer systems by identifying and mitigating potential shortcomings and vulnerabilities  General duties include  Analyze evaluate and build an accreditation roadmap for new SIE networks and systems  Develop and maintain supporting documentation for new networks systems and technologies as they are introduced into the SIE  Develop and review the AA of SIE networks systems services devices hardware and software using the DoD  IC RMF to obtain an Authority to Operate ATO Interim Authority to Test IATT or Authority to Connect ATC  Provide DoD  IC RMF subject matter expertise to USSOCOM its Component Commands TSOCs deployed forces and their delegates including other Contractors and assist with the development and execution of the RMF program at USSOCOM its Component Commands TSOCs and deployed forces  Maintain track and validate DISN and DIA connection approval packages including those from USSOCOM its Component Commands TSOCs and other subordinate organizations  Perform risk and vulnerability assessments of IT and IS for accreditation prepare risk assessment reports for submission to the Security Controls AssessorCertification Authority SCACA and Authorizing OfficialDesignated Accrediting Authority AODAA in accordance with DoD DIA USCYBERCOM USSOCOM Component Command TSOC and deployed forces policies procedures and regulations  Assist USSOCOM its Component Commands TSOCs and deployed forces with the enforcement of AA as well as DoD DIA USSOCOM Component Command TSOC and deployed forces connection standards for networks and systems  Track and maintain AA databases web sites and tools to ensure that networks systems and devices are properly documented and managed from a security perspective  Ensure timely notifications are made to responsible individuals and organizations in order to prevent lapses in accreditations eg 30 60 and 90 day notices  Develop and maintain an Information Security Continuous Monitoring ISCM Plan This plan shall address ongoing awareness of information security vulnerabilities security controls and threats to support organizational risk management decisions  Coordinate with USCYBERCOM DoD DIA NSA DISA and subordinate organizations to support the resolution of issues with security AA connection approvals and waiver requests  Perform network security authorization as well as the application and execution of policy including project management support services  Advise USSOCOM its Component Commands TSOCs and deployed forces on network and system risks risk mitigation courses of action and operational  Additionally the Information Assurance Security Specialist should be able to perform security evaluations and vulnerability assessments using the DOD Assured Compliance Assessment Solution ACAS Nessus vulnerability scanning tool The Information Assurance Security Specialist will liaison with network and system administrators to correct identified deficiencies The Information Assurance Security Specialist will also scan or review scans for new systems and applications being introduced into the SOF environment identify issues and draft certification letters for the government The contractor will liaison with the Site Integration Facility SIF to ensure systems and application meet the standards in the DISA Security Technical Implementation Guides STIG  Heres what youll need,Minimum EducationExperience Requirements Bachelors Degree in computer or systems science discipline and eight 8 years of progressive relevant experience or equivalent combination of education and experience  Experience with the US Combatant Commands USCENTCOMUSSOCOM is desired  Knowledge and experience with DOD IA processes and policies eg CJCSM 651001 Incident Response and other IA policies,No,No,Yes,No,"https://www.glassdoor.com/job-listing/cybersecurity-systems-analyst-jacobs-JV_IC1166007_KO0,29_KE30,36.htm?jl=1009310436754&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",8
Cybersecurity Intern,XSITE LLC,Colorado Springs,CO,US,19/09/2024,"Qualifications
 Currently pursuing a bachelors degree in Cybersecurity Information Technology or a related field with a focus on cybersecurity  Strong analytical and problemsolving skills with attention to detail",Key Responsibilities  Assist in conducting cybersecurity assessments risk analysis and vulnerability management for DoD systems  Assist the software engineering team with the implementation of cybersecurity policies and procedures ensuring compliance with DoD cybersecurity standards  Participate in the evaluation and application of security controls across software and systems engineering projects  Collaborate with senior engineers to document security protocols and assist in securing system architectures  Gain exposure to cybersecurity tools threat mitigation techniques and secure coding practices  Help perform security monitoring incident response support and bug testing under supervision  Qualifications  Currently pursuing a bachelors degree in Cybersecurity Information Technology or a related field with a focus on cybersecurity  Understanding of basic cybersecurity principles  Interest or experience in DoD cybersecurity standards or working with defense systems  US Citizenship required for this role  Successful completion of a background check and willingness to sign a NonDisclosure Agreement NDA  Strong analytical and problemsolving skills with attention to detail  Ability to work collaboratively in a team environment and communicate effectively  Preferred Experience  Handson experience with cybersecurity tools eg Azure DevOps Splunk is a plus  Understanding of DoD projects especially in satellite communications or interest in defenserelated work are a plus  Prior experience in a related field is a plus  Existing US Security Clearance Secret or higher is a plus,We offer an exciting opportunity for growth in a collaborative cuttingedge and supportive environment where our engineers tackle complex missioncritical challenges As a small business we offer a unique opportunity for individuals to gain handson experience in a dynamic and highly technical environment As a growing defense contractor XSITE offers interns the opportunity to contribute to impactful projects supporting national security Interns will gain practical experience build professional networks and may be considered for fulltime employment upon graduation or parttime work extension contingent upon work availability This paid internship opportunity will provide handson experience contributing to realworld defense projects  Interest or experience in DoD cybersecurity standards or working with defense systems Preferred Experience  Handson experience with cybersecurity tools eg Azure DevOps Splunk is a plus  Prior experience in a related field is a plus,Yes,Yes,Yes,No,"https://www.glassdoor.com/job-listing/cybersecurity-intern-xsite-llc-JV_IC1148136_KO0,20_KE21,30.htm?jl=1009453439596&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",Unknown
Cybersecurity Analyst,Centuria,Hanscom Air Force Base,MA,US,05/09/2024,"Air Force Information Assurance programs
 Ensures that applicable systemsnetworkscomputing environments meet security requirements and that all security risks for those environments are properly mitigated
 Provides technical and programmatic Information AssuranceCyber Security services in support of systemlevel certification and accreditation processes
 Tracks and manages all open securityrelated problem reports and fixes
 Provide necessary support for Certification and Accreditation CA requirements as well as reaccreditation requirements
 Ensures configuration management for systemsnetworkscomputing systems and hardware is documented and maintained Support creationmanagementprocessing of accounts DLP
 Contribute to Cybersecurity projects as required
 Provide support with Classified Message Incidents
 Reviews all Information Assurance Vulnerability Management IAVM alerts bulletins and Security Technical Implementation Guides STIGS for applicable implementation and remediation in the customers networkcomputing environments
 Perform Staff Assistant Visits and reach back support with appointed ISSOs
 Provide support to maintain a comprehensive network security policy to include firewall exceptions
 Create review and update standard operating procedures and AF Checklists
 Review FFRDC System Security Plans and provide support as needed
 Assist with TEMPEST certification for Classified Processing Areas

Job Requirements
 Strong knowledge of Air Force DoD and applicable Federal Information AssuranceCyber Security Directives and Instructions
 Positive communication SkillsSelfmotivation
 Knowledge of Cyber Security in the RMF process and Cyber Defense
 Ability to capture and report metrics
 Working knowledge of SharePoint
 Windows Desktop Operating Systems Windows 10Windows 11
 Working knowledge of Microsoft Active Directory
 Microsoft Office Products  Must have proficiency in Excel
 Working knowledge of Remedy ticketing system
 Ability to resolve issues quickly and efficiently
 Proficient with Computer and Server Hardware
 Strong Team Partnership skills
 Strong Troubleshooting skills
 Strong customer service skills
 Strong written and verbal communication skills
 Secret level DoD security clearance  required ability to get clearance with waiver possible if background check shows potential
 CompTIA Security  certification  required valid certification on day one of employment
 AA degree with 6 years of experience relevant to the above skills",BLITS 30 PROGRAM DESCRIPTION This role will be to directly support the mission of the 66th Air Base Group 66 ABG to secure information and information systems to support mission success through effective and efficient service delivery and to sustain required infrastructure and capabilities As one part of the greater Air Force Information Network AFIN enterprise the 66 ABG Communications and Information Division 66 ABGSC has responsibilities in two categories 1 direct actions in support of Hanscom Air Force Base HAFB and geographically separated units GSUs and 2 indirect actions to support the AFIN enterprise Successful solutions for this requirement are expected to have strengths in four areas integration flexibility AFIN knowledge and technical expertise  Job Responsibilities  Provides Information Assurance guidance and support to the customer community in accordance with Federal Department of Defense and US Air Force Information Assurance programs, AA degree with 6 years of experience relevant to the above skills An additional 2 years of experience may substitute the degree,No,No,No,No,"https://www.glassdoor.com/job-listing/cybersecurity-analyst-centuria-JV_IC1154582_KO0,21_KE22,30.htm?jl=1009159616410&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",6
